CLI,SEXT,DNA,AGE,TCLI,GES,DOU,UTIC,age,client_seniority_days,age_group,total_products,active_products,active_products_ratio,avg_product_duration,std_product_duration,max_product_duration,unique_packs,total_accounts,closed_accounts,closed_accounts_ratio,unique_account_types,Segment Client,Actif/Inactif,District
44382798,M,2000-02-22,1111,1,112,2025-01-27,010202    ,25.401779603011637,172,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44382872,M,1982-03-18,3131,1,311,2025-01-27,010241    ,43.3347022587269,172,35-45,3.0,4.0,1.0,1799.0,0.0,1799.0,1.0,1.0,0.0,0.0,1.0,GRANDE ENTREPRISE,INACTIF,District Tunis Sud
44382872,M,1982-03-18,3131,1,311,2025-01-27,010241    ,43.3347022587269,172,35-45,3.0,4.0,1.0,1799.0,0.0,1799.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44382947,M,1999-05-17,3434,1,340,2025-01-27,010260    ,26.171115674195757,172,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Sud
44382947,M,1999-05-17,3434,1,340,2025-01-27,010260    ,26.171115674195757,172,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
44383021,M,1998-10-23,707,1,72,2025-01-27,000373    ,26.73511293634497,172,25-35,9.0,10.0,1.0,513.6,533.5323795234924,1434.0,2.0,2.0,0.0,0.0,2.0,GRANDE ENTREPRISE,INACTIF,District Tunis Sud
44383095,M,1986-07-16,202,1,24,2025-01-27,010123    ,39.006160164271044,172,35-45,1.0,1.0,1.0,78.0,0.0,78.0,1.0,1.0,1.0,1.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44383170,F,1999-04-11,909,1,92,2025-01-27,000602    ,26.269678302532512,172,25-35,7.0,8.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44383244,M,1996-09-28,1717,1,174,2025-01-27,000641    ,28.802190280629706,172,25-35,3.0,4.0,1.0,899.5,755.8971490884193,1434.0,2.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44383318,F,1996-02-21,2222,1,225,2025-01-27,000527    ,29.404517453798768,172,25-35,7.0,8.0,1.0,721.6666666666666,616.8989652555216,1434.0,1.0,2.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Sud
44383393,M,2074-12-13,3232,1,322,2025-01-27,000652    ,-49.40451745379877,172,,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,PETITE ENTREPRISE,ACTIF,District Tunis Sud
44383393,M,2074-12-13,3232,1,322,2025-01-27,000652    ,-49.40451745379877,172,,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
44383467,F,2003-05-23,1111,1,113,2025-01-27,000452    ,22.154688569472963,172,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
44383541,M,1981-07-22,3131,1,313,2025-01-27,010241    ,43.98904859685147,172,35-45,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44383541,M,1981-07-22,3131,1,313,2025-01-27,010241    ,43.98904859685147,172,35-45,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44383616,F,1986-12-29,1111,1,112,2025-01-27,010202    ,38.55167693360712,172,35-45,8.0,9.0,1.0,632.0,534.0,1433.0,1.0,2.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
44383690, ,,505,2,50,2025-01-27,000396    ,0.0,172,,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,PETITE ENTREPRISE,INACTIF,District Tunis Sud
44383764,M,2056-01-10,3737,1,372,2025-01-27,010112    ,-30.480492813141684,172,,4.0,5.0,1.0,911.0,772.1606050557099,1457.0,2.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44383764,M,2056-01-10,3737,1,372,2025-01-27,010112    ,-30.480492813141684,172,,4.0,5.0,1.0,911.0,772.1606050557099,1457.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
44383839,M,1981-03-29,1515,1,151,2025-01-27,000636    ,44.303901437371664,172,35-45,8.0,9.0,1.0,3456.25,4771.668567353214,10573.0,2.0,3.0,0.0,0.0,3.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Sud
44383913,M,2074-10-03,1717,1,174,2025-01-27,000641    ,-49.210130047912386,172,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44383987,M,1988-05-12,2929,1,293,2025-01-27,EXT190    ,37.18275154004107,172,35-45,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44383987,M,1988-05-12,2929,1,293,2025-01-27,EXT190    ,37.18275154004107,172,35-45,2.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
44384062,F,1986-02-12,2323,1,233,2025-01-27,010235    ,39.42778918548939,172,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Sud
44384136,M,1982-12-29,2121,1,210,2025-01-27,010231    ,42.55167693360712,172,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,GRANDE ENTREPRISE,INACTIF,District Tunis Sud
44384210,F,1983-07-23,2222,1,225,2025-01-27,000527    ,41.987679671457904,172,35-45,3.0,4.0,1.0,1799.0,0.0,1799.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44384285,F,1983-03-23,2020,1,204,2025-01-27,010185    ,42.32169746748802,172,35-45,7.0,8.0,1.0,738.3333333333334,620.8327740489651,1455.0,1.0,2.0,0.0,0.0,2.0,PETITE ENTREPRISE,ACTIF,District Tunis Sud
44384359, ,,3737,2,372,2025-01-27,010112    ,0.0,172,,4.0,5.0,1.0,900.0,756.6042558696058,1435.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44384359, ,,3737,2,372,2025-01-27,010112    ,0.0,172,,4.0,5.0,1.0,900.0,756.6042558696058,1435.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44384433,M,1986-09-21,3131,1,313,2025-01-27,010241    ,38.822724161533195,172,35-45,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44384433,M,1986-09-21,3131,1,313,2025-01-27,010241    ,38.822724161533195,172,35-45,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44384508,M,2074-12-10,3434,1,341,2025-01-27,000328    ,-49.39630390143737,172,,9.0,10.0,1.0,1578.1666666666667,1676.54912444183,3652.0,2.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44384508,M,2074-12-10,3434,1,341,2025-01-27,000328    ,-49.39630390143737,172,,9.0,10.0,1.0,1578.1666666666667,1676.54912444183,3652.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
44384582,F,2002-12-28,2222,1,220,2025-01-27,010225    ,22.55441478439425,172,<25,6.0,7.0,1.0,97.85714285714286,4.879500364742666,105.0,2.0,2.0,2.0,1.0,2.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
44384656,M,1986-06-19,2424,1,242,2025-01-27,000626    ,39.08008213552361,172,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,INACTIF,District Tunis Sud
44384731,F,2003-02-25,2222,1,220,2025-01-27,010225    ,22.392881587953458,172,<25,6.0,7.0,1.0,107.0,0.0,107.0,2.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44384805,F,2071-05-01,3131,1,313,2025-01-27,010104    ,-45.78507871321013,172,,9.0,10.0,1.0,1019.8,787.9233465255361,1806.0,2.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44384805,F,2071-05-01,3131,1,313,2025-01-27,010104    ,-45.78507871321013,172,,9.0,10.0,1.0,1019.8,787.9233465255361,1806.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44384879,M,1999-05-22,3636,1,360,2025-01-27,EXT201    ,26.157426420260094,172,25-35,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
44384879,M,1999-05-22,3636,1,360,2025-01-27,EXT201    ,26.157426420260094,172,25-35,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Sahel
44384954,F,2004-07-28,2222,1,220,2025-01-27,010225    ,20.971937029431896,172,<25,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44385028,M,1998-12-01,2424,1,244,2025-01-27,010244    ,26.628336755646817,172,25-35,6.0,7.0,1.0,910.5,771.4534982745233,1456.0,1.0,2.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
44385102,F,1989-02-11,2525,1,253,2025-01-27,000665    ,36.42984257357974,172,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
44385102,F,1989-02-11,2525,1,253,2025-01-27,000665    ,36.42984257357974,172,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
44385177,F,2005-10-11,2020,1,202,2025-01-27,010286    ,19.76728268309377,172,<25,6.0,7.0,1.0,909.5,770.0392847121502,1454.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44385251,F,1993-04-07,2222,1,223,2025-01-27,000249    ,32.27926078028747,172,25-35,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44385325, ,,2323,3,231,2025-01-27,000534    ,0.0,172,,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
44385400,M,1994-03-23,3030,1,304,2025-01-27,000610    ,31.32101300479124,172,25-35,7.0,8.0,1.0,901.0,758.0184694319789,1437.0,2.0,8.0,0.0,0.0,3.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
44385400,M,1994-03-23,3030,1,304,2025-01-27,000610    ,31.32101300479124,172,25-35,7.0,8.0,1.0,901.0,758.0184694319789,1437.0,2.0,8.0,0.0,0.0,3.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
44385474,F,1989-05-27,2222,1,225,2025-01-27,000527    ,36.14236824093087,172,35-45,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44385548,M,1979-06-13,707,1,73,2025-01-27,010151    ,46.09719370294319,172,45-55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44385697,M,1989-07-26,2424,1,242,2025-01-27,000626    ,35.97809719370294,172,35-45,9.0,10.0,1.0,2634.2,2646.6354490182434,5505.0,2.0,8.0,0.0,0.0,3.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44385771,M,1998-03-27,2929,1,293,2025-01-27,EXT190    ,27.310061601642712,172,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,PETITE ENTREPRISE,ACTIF,District Tunis Sud
44385771,M,1998-03-27,2929,1,293,2025-01-27,EXT190    ,27.310061601642712,172,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Nord
44385846,F,1985-04-21,1818,1,183,2025-01-27,000530    ,40.24093086926762,172,35-45,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44385920,F,1983-01-12,1010,1,101,2025-01-27,010092    ,42.51334702258727,172,35-45,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
44385994,F,2000-03-02,1313,1,131,2025-01-27,000552    ,25.377138945927445,172,25-35,8.0,9.0,1.0,2613.4,3903.045259793947,9469.0,2.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Tunis Sud
44386069,F,1979-10-02,2020,1,204,2025-01-27,010185    ,45.79329226557152,172,45-55,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,ACTIF,District Tunis Sud
44386143,M,2001-05-05,303,1,31,2025-01-27,EXT191    ,24.202600958247775,172,<25,3.0,4.0,1.0,899.5,755.8971490884193,1434.0,2.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,ACTIF,District Grand Sud
44386217,F,1997-01-06,2424,1,242,2025-01-27,000626    ,28.528405201916495,172,25-35,8.0,9.0,1.0,2443.0,2710.5888659108746,5509.0,2.0,8.0,0.0,0.0,3.0,TRES PETITE ENTREPRISE,ACTIF,District Grand Sud
44386292,M,1983-02-04,3030,1,304,2025-01-27,000610    ,42.450376454483234,172,35-45,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Grand Sud
44386292,M,1983-02-04,3030,1,304,2025-01-27,000610    ,42.450376454483234,172,35-45,6.0,7.0,1.0,899.5,755.8971490884193,1434.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
44386366,F,1989-12-06,2222,1,223,2025-01-28,000249    ,35.61396303901437,171,35-45,6.0,7.0,1.0,899.0,755.1900423072327,1433.0,1.0,2.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,INACTIF,District Grand Sud
44386440,M,2002-11-28,3131,1,312,2025-01-28,010107    ,22.636550308008214,171,<25,7.0,8.0,1.0,729.0,630.4664939550713,1457.0,2.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Grand Sud
44386440,M,2002-11-28,3131,1,312,2025-01-28,010107    ,22.636550308008214,171,<25,7.0,8.0,1.0,729.0,630.4664939550713,1457.0,2.0,2.0,0.0,0.0,2.0,JEUNES ADULTES,INACTIF,District Nord Ouest
44386515,M,1997-11-28,3131,1,313,2025-01-28,010104    ,27.63586584531143,171,25-35,8.0,9.0,1.0,971.25,707.0315292356723,1699.0,1.0,2.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,INACTIF,District Grand Sud
44386515,M,1997-11-28,3131,1,313,2025-01-28,010104    ,27.63586584531143,171,25-35,8.0,9.0,1.0,971.25,707.0315292356723,1699.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44386589,M,1997-06-16,3131,1,312,2025-01-28,010107    ,28.087611225188226,171,25-35,6.0,7.0,1.0,911.0,772.1606050557099,1457.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Grand Sud
44386589,M,1997-06-16,3131,1,312,2025-01-28,010107    ,28.087611225188226,171,25-35,6.0,7.0,1.0,911.0,772.1606050557099,1457.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44386663,M,1990-12-08,2020,1,200,2025-01-28,010284    ,34.60917180013689,171,25-35,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,INACTIF,District Grand Sud
44386738,M,1979-06-29,3131,1,312,2025-01-28,010107    ,46.053388090349074,171,45-55,7.0,8.0,1.0,729.0,630.4664939550713,1457.0,2.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Grand Sud
44386738,M,1979-06-29,3131,1,312,2025-01-28,010107    ,46.053388090349074,171,45-55,7.0,8.0,1.0,729.0,630.4664939550713,1457.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44386812,M,1989-10-20,3131,1,312,2025-01-28,010107    ,35.742642026009584,171,35-45,6.0,7.0,1.0,911.0,772.1606050557099,1457.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Grand Sud
44386812,M,1989-10-20,3131,1,312,2025-01-28,010107    ,35.742642026009584,171,35-45,6.0,7.0,1.0,911.0,772.1606050557099,1457.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44386886,M,1984-07-05,3131,1,313,2025-01-28,010104    ,41.034907597535934,171,35-45,9.0,10.0,1.0,714.6666666666666,453.82669232501814,1485.0,2.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Grand Sud
44386886,M,1984-07-05,3131,1,313,2025-01-28,010104    ,41.034907597535934,171,35-45,9.0,10.0,1.0,714.6666666666666,453.82669232501814,1485.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44386961,F,2021-01-16,1010,1,102,2025-01-28,010207    ,4.501026694045175,171,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,NON AFFECTE,NON AFFECTE,District Grand Sud
44387035,M,1991-06-05,3131,1,311,2025-01-28,000653    ,34.119096509240244,171,25-35,8.0,9.0,1.0,2294.0,3431.377080221098,7357.0,1.0,2.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,INACTIF,District Grand Sud
44387035,M,1991-06-05,3131,1,311,2025-01-28,000653    ,34.119096509240244,171,25-35,8.0,9.0,1.0,2294.0,3431.377080221098,7357.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44387109,F,2015-03-24,1010,1,102,2025-01-28,010207    ,10.318959616700889,171,<25,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,TRES PETITE ENTREPRISE,INACTIF,District Grand Sud
44387184,M,2003-09-11,3131,1,311,2025-01-28,000653    ,21.8507871321013,171,<25,8.0,9.0,1.0,2302.5,3446.9530989943373,7389.0,1.0,2.0,0.0,0.0,2.0,TRES PETITE ENTREPRISE,ACTIF,District Grand Sud
44387184,M,2003-09-11,3131,1,311,2025-01-28,000653    ,21.8507871321013,171,<25,8.0,9.0,1.0,2302.5,3446.9530989943373,7389.0,1.0,2.0,0.0,0.0,2.0,JEUNES ADULTES,INACTIF,District Nord Ouest
44387258,M,1990-01-01,3131,1,313,2025-01-28,010104    ,35.54277891854894,171,35-45,8.0,9.0,1.0,968.25,703.6018642196262,1693.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Grand Sud
44387258,M,1990-01-01,3131,1,313,2025-01-28,010104    ,35.54277891854894,171,35-45,8.0,9.0,1.0,968.25,703.6018642196262,1693.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44387332,M,1988-03-08,3131,1,311,2025-01-28,000653    ,37.360711841204655,171,35-45,8.0,9.0,1.0,1389.0,1660.723737812323,3706.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Sud
44387332,M,1988-03-08,3131,1,311,2025-01-28,000653    ,37.360711841204655,171,35-45,8.0,9.0,1.0,1389.0,1660.723737812323,3706.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44387407,F,1996-11-11,3131,1,311,2025-01-28,010222    ,28.681724845995895,171,25-35,4.0,5.0,1.0,1798.0,0.0,1798.0,2.0,2.0,0.0,0.0,2.0,ADULTES HAUTE GAMME,ACTIF,District Grand Sud
44387407,F,1996-11-11,3131,1,311,2025-01-28,010222    ,28.681724845995895,171,25-35,4.0,5.0,1.0,1798.0,0.0,1798.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44387481,M,1975-09-07,3131,1,312,2025-01-28,010107    ,49.86173853524983,171,45-55,6.0,7.0,1.0,911.0,772.1606050557099,1457.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Sud
44387481,M,1975-09-07,3131,1,312,2025-01-28,010107    ,49.86173853524983,171,45-55,6.0,7.0,1.0,911.0,772.1606050557099,1457.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44387555,M,1994-09-18,3131,1,311,2025-01-28,000653    ,30.830937713894592,171,25-35,8.0,9.0,1.0,1388.0,1659.7664494339758,3704.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Grand Sud
44387555,M,1994-09-18,3131,1,311,2025-01-28,000653    ,30.830937713894592,171,25-35,8.0,9.0,1.0,1388.0,1659.7664494339758,3704.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44387630,F,2071-09-09,3232,1,321,2025-01-28,000485    ,-46.143737166324435,171,,7.0,8.0,1.0,1612.6666666666667,1328.2546191650656,3009.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Grand Sud
44387630,F,2071-09-09,3232,1,321,2025-01-28,000485    ,-46.143737166324435,171,,7.0,8.0,1.0,1612.6666666666667,1328.2546191650656,3009.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Tunis Sud
44387704,M,1986-10-13,3131,1,313,2025-01-28,010104    ,38.76249144421629,171,35-45,9.0,10.0,1.0,795.8,589.9925423257484,1457.0,2.0,2.0,0.0,0.0,2.0,ADULTES CLASSE MOYENNE,ACTIF,District Grand Sud
44387704,M,1986-10-13,3131,1,313,2025-01-28,010104    ,38.76249144421629,171,35-45,9.0,10.0,1.0,795.8,589.9925423257484,1457.0,2.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44387778,M,1996-01-09,3131,1,312,2025-01-28,010107    ,29.522245037645447,171,25-35,6.0,7.0,1.0,911.0,772.1606050557099,1457.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Grand Sud
44387778,M,1996-01-09,3131,1,312,2025-01-28,010107    ,29.522245037645447,171,25-35,6.0,7.0,1.0,911.0,772.1606050557099,1457.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44387853,M,1999-06-30,3131,1,311,2025-01-28,000653    ,26.050650239561943,171,25-35,8.0,9.0,1.0,2295.5,3432.6079978154607,7360.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Grand Sud
44387853,M,1999-06-30,3131,1,311,2025-01-28,000653    ,26.050650239561943,171,25-35,8.0,9.0,1.0,2295.5,3432.6079978154607,7360.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44387927,M,1993-11-11,3131,1,313,2025-01-28,010104    ,31.682409308692677,171,25-35,8.0,9.0,1.0,902.0,620.1951305839156,1454.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Grand Sud
44387927,M,1993-11-11,3131,1,313,2025-01-28,010104    ,31.682409308692677,171,25-35,8.0,9.0,1.0,902.0,620.1951305839156,1454.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44388001,M,1993-06-19,3131,1,312,2025-01-28,010107    ,32.07939767282683,171,25-35,6.0,7.0,1.0,911.0,772.1606050557099,1457.0,1.0,2.0,0.0,0.0,2.0,NON AFFECTE,NON AFFECTE,District Grand Sud
44388001,M,1993-06-19,3131,1,312,2025-01-28,010107    ,32.07939767282683,171,25-35,6.0,7.0,1.0,911.0,772.1606050557099,1457.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44388076,M,1999-05-05,3131,1,313,2025-01-28,010104    ,26.203969883641342,171,25-35,8.0,9.0,1.0,789.0,528.5754440001919,1457.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Grand Sud
44388076,M,1999-05-05,3131,1,313,2025-01-28,010104    ,26.203969883641342,171,25-35,8.0,9.0,1.0,789.0,528.5754440001919,1457.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44388150,M,1982-07-21,3131,1,311,2025-01-28,000653    ,42.992470910335385,171,35-45,8.0,9.0,1.0,2302.5,3446.9530989943373,7389.0,1.0,2.0,0.0,0.0,2.0,ADULTES HAUTE GAMME,ACTIF,District Grand Sud
44388150,M,1982-07-21,3131,1,311,2025-01-28,000653    ,42.992470910335385,171,35-45,8.0,9.0,1.0,2302.5,3446.9530989943373,7389.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44388224,M,1979-01-15,505,1,52,2025-01-28,EXT163    ,46.50513347022587,171,45-55,6.0,7.0,1.0,914.5,777.1103525240158,1464.0,1.0,2.0,0.0,0.0,2.0,ADULTES HAUTE GAMME,ACTIF,District Grand Sud
44388299,M,1995-11-28,3131,1,313,2025-01-28,010104    ,29.637234770704996,171,25-35,8.0,9.0,1.0,857.5,795.9298545307453,1608.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,ACTIF,District Grand Sud
44388299,M,1995-11-28,3131,1,313,2025-01-28,010104    ,29.637234770704996,171,25-35,8.0,9.0,1.0,857.5,795.9298545307453,1608.0,1.0,2.0,0.0,0.0,2.0,ADULTES GRAND PUBLIC,INACTIF,District Nord Ouest
44388373,F,1977-02-28,2323,1,233,2025-01-28,010235    ,48.38329911019849,171,45-55,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,ADULTES CLASSE MOYENNE,ACTIF,District Grand Sud
